Order ID,Order Date,Ship Date,Customer Name,Customer ID,Customer Segment,Category,Product Name,Product ID,Region,State,City,Quantity,Unit Price,Discount (%),Sales Amount,Cost Price,Profit,Payment Mode,Delivery Status,Supplier Name,Supplier Email,Stock Left,Auto-Reorder,Recorder Quantity
ORD1246,21-04-2025,28-04-2025,Larry Johnson,CUST949,Consumer,Electronics,Keyboard,PROD5585,East,Illinois,New April,1,2300,20,1840,1114.27,725.73,UPI,Cancelled,Greer-Stewart,bentleynicholas@mcclain.com,46,No,0
ORD1247,15-06-2025,19-06-2025,Marcus Garcia,CUST539,Corporate,Furniture,Office Chair,PROD3200,East,Ohio,Lake Mary,9,2295,15,17556.75,12325.71,5231.04,Debit card,Returned,"Walker, Ferguson and Hudson",goodwinfrances@webster-crawford.net,7,Yes,47
ORD1248,11-11-2024,16-11-2024,Sheryl Russell,CUST149,Home Office,Furniture,Study Table,PROD4493,North,North Carolina,Patriciahaven,4,3456,15,11750.4,8470.8,3279.6,Net banking,Delivered,Evans-Hall,jjones@smith.com,21,No,0
ORD1249,03-11-2024,06-11-2024,Michael Carrillo,CUST699,Consumer,Office Supplies,Calculator,PROD3601,North,North Dakota,Port Joelfort,10,2393,30,16751,13559.68,3191.32,Debit card,Cancelled,Williams and Sons,cherylgarrett@welch-gray.biz,24,No,0
ORD1250,12-12-2024,18-12-2024,Joshua Jones,CUST135,Home Office,Office Supplies,File Folder,PROD3388,East,Oklahoma,Maryfurt,3,912,50,1368,829.03,538.97,Debit card,Pending,Harper PLC,jacobgoodman@johnson.com,43,No,0
ORD1251,19-09-2025,20-09-2025,Casey Jenkins,CUST963,Home Office,Furniture,Dining Table,PROD3581,East,Kentucky,Diazfort,3,1432,20,3436.8,2716.69,720.11,Net banking,Cancelled,"Garza, Hernandez and Lawson",gcruz@castro.org,9,Yes,47
ORD1252,31-12-2024,07-01-2025,Tammy Young,CUST275,Consumer,Furniture,Study Table,PROD5708,North,Kansas,New Christina,1,2279,50,1139.5,1013.13,126.37,Debit card,Pending,Lewis Inc,kylerodriguez@cooper.info,18,No,0
ORD1253,19-08-2025,24-08-2025,Steven Rodgers,CUST534,Home Office,Office Supplies,Stapler,PROD9780,West,Iowa,North Steven,3,2276,15,5803.8,3862.36,1941.44,Debit card,Pending,Tran-Cardenas,burtonmarvin@dawson-harris.biz,0,Yes,28
ORD1254,11-06-2025,13-06-2025,Teresa Chavez,CUST912,Corporate,Office Supplies,Stapler,PROD7462,West,Utah,New Ann,7,4712,5,31334.8,28103.81,3230.99,UPI,Delivered,Johnston-Arnold,davidramirez@baker-grant.com,10,No,0
ORD1255,04-10-2025,05-10-2025,Sonia Miller,CUST857,Consumer,Grocery,Rice Bag,PROD9982,West,Illinois,Angelatown,2,2447,50,2447,2026.76,420.24,Cash,Cancelled,Clark-Clark,zcarpenter@yu.info,18,No,0
ORD1256,01-08-2025,03-08-2025,Gloria Rogers,CUST225,Corporate,Office Supplies,Pen,PROD9852,South,Arizona,Sharonville,6,604,15,3080.4,2309.4,771,Net banking,Returned,English-Baxter,michaelbrown@melton-vargas.com,19,No,0
ORD1257,04-04-2025,10-04-2025,Martin Allen,CUST301,Home Office,Office Supplies,File Folder,PROD3503,East,Idaho,Port Erin,3,4190,10,11313,6813.78,4499.22,Cash,Cancelled,"Turner, Sparks and Jackson",ysmith@allison-gibson.com,45,No,0
ORD1258,21-07-2025,27-07-2025,Jessica Patel,CUST988,Home Office,Electronics,Mouse,PROD8441,West,Utah,East Jacob,7,3861,30,18918.9,12631.61,6287.29,UPI,Pending,Reynolds-Thomas,kylebrewer@george.com,17,No,0
ORD1259,31-07-2025,05-08-2025,Sandra Nelson,CUST592,Home Office,Furniture,Office Chair,PROD4910,North,Illinois,Jeffersonfurt,7,3673,5,24425.45,20797.78,3627.67,Net banking,Returned,"Anderson, Randall and Marquez",campbellrebecca@rodriguez-nguyen.com,14,No,0
ORD1260,01-07-2025,08-07-2025,Kayla Watson,CUST559,Consumer,Furniture,Office Chair,PROD3004,East,Delaware,West Kaitlin,4,2454,10,8834.4,7935.29,899.11,Debit card,Delivered,Morrow-Lee,joneskimberly@davidson.org,36,No,0
ORD1261,26-01-2025,27-01-2025,Gabrielle Barnes,CUST174,Corporate,Grocery,Rice Bag,PROD9915,South,Montana,Robertfurt,7,803,5,5339.95,4369.33,970.62,Net banking,Returned,Bailey-Booker,qharper@miller-coleman.net,9,Yes,34
ORD1262,27-08-2025,02-09-2025,Nicole Jackson,CUST228,Consumer,Furniture,Dining Table,PROD7674,South,Idaho,Angelaside,9,4482,30,28236.6,19251.07,8985.53,UPI,Pending,Wiley Group,gary17@brown-jones.org,10,No,0
ORD1263,13-07-2025,16-07-2025,Lauren Sloan,CUST273,Corporate,Furniture,Office Chair,PROD8778,North,Washington,Caldwellborough,5,1243,10,5593.5,3550.08,2043.42,Debit card,Cancelled,"Mack, Potter and Harris",acostachristine@gonzalez-flores.com,2,Yes,38
ORD1264,26-06-2025,29-06-2025,Andrea Gallegos,CUST398,Consumer,Electronics,Laptop,PROD1414,West,Massachusetts,West Amanda,2,2552,10,4593.6,3988.98,604.62,Debit card,Pending,Lewis-Barnes,lewissandra@sharp-hernandez.com,38,No,0
ORD1265,26-08-2025,02-09-2025,Alison Mason,CUST796,Home Office,Grocery,Sugar,PROD2005,South,Wyoming,Pettyfurt,9,1856,5,15868.8,10684.17,5184.63,Cash,Returned,"Booth, Nicholson and Franco",jacksonkari@levy-ramirez.org,44,No,0
ORD1266,29-07-2025,01-08-2025,Deborah Wallace,CUST453,Corporate,Grocery,Snacks,PROD6935,East,Maryland,Dominguezborough,1,820,30,574,477.6,96.4,UPI,Cancelled,Brown LLC,kellychristine@singh.com,11,No,0
ORD1267,22-11-2024,23-11-2024,Gregory Harvey,CUST315,Corporate,Office Supplies,Pen,PROD4558,North,North Dakota,Port Michael,9,2209,5,18886.95,12282.35,6604.6,Debit card,Delivered,Salas LLC,amber40@lopez.com,31,No,0
ORD1268,18-01-2025,21-01-2025,Lisa Villarreal,CUST774,Corporate,Grocery,Cooking Oil,PROD4047,East,South Carolina,Coreyshire,3,2300,5,6555,5668.69,886.31,Debit card,Pending,"Coleman, Santiago and Davis",ashley75@kennedy-gray.com,35,No,0
ORD1269,10-04-2025,16-04-2025,Teresa Mora,CUST452,Home Office,Furniture,Dining Table,PROD1473,West,Oregon,West Nicolasborough,9,964,50,4338,3035.04,1302.96,Net banking,Returned,Delacruz Inc,maria22@allen.com,18,No,0
ORD1270,20-04-2025,23-04-2025,Terrence White,CUST949,Consumer,Office Supplies,Calculator,PROD9804,West,Missouri,South Karenton,4,4161,30,11650.8,8637.11,3013.69,Debit card,Cancelled,Bell-Torres,hollandmitchell@torres.com,50,No,0
ORD1271,10-06-2025,17-06-2025,Debbie Price,CUST806,Corporate,Office Supplies,File Folder,PROD1206,North,North Carolina,North Donna,2,4260,20,6816,6124.59,691.41,Cash,Pending,Barnes and Sons,riverakyle@richardson-white.com,40,No,0
ORD1272,16-05-2025,21-05-2025,Frank Foster,CUST862,Consumer,Furniture,Dining Table,PROD3669,West,Colorado,East George,10,4034,50,20170,13202.34,6967.66,Cash,Delivered,Mendez-Mullins,dakotahernandez@carroll.com,31,No,0
ORD1273,29-05-2025,03-06-2025,William Caldwell,CUST270,Consumer,Grocery,Sugar,PROD1507,North,Minnesota,West Jamie,2,2964,10,5335.2,3747.41,1587.79,Cash,Returned,Rodriguez-Mcguire,elizabethhall@johnson.info,25,No,0
ORD1274,02-04-2025,09-04-2025,Sarah Edwards,CUST640,Corporate,Electronics,Laptop,PROD9658,West,Alaska,Hallside,6,237,10,1279.8,854.42,425.38,Debit card,Cancelled,"Nguyen, Johnston and Robinson",mwilliams@wiggins.info,2,Yes,30
ORD1275,19-01-2025,20-01-2025,Catherine Moore,CUST686,Consumer,Office Supplies,Stapler,PROD7676,East,Utah,Conniestad,2,2192,5,4164.8,3323.07,841.73,Net banking,Pending,Allen-Lewis,sherry63@cowan-lopez.net,45,No,0
ORD1276,15-05-2025,21-05-2025,Christine Jackson,CUST373,Consumer,Grocery,Juice Pack,PROD9663,East,Connecticut,Taylorberg,9,1944,20,13996.8,10637.49,3359.31,Cash,Delivered,"Michael, Hunt and Diaz",mia15@cochran.com,19,No,0
ORD1277,28-06-2025,05-07-2025,Robert Garcia,CUST175,Consumer,Office Supplies,Calculator,PROD1982,South,Florida,Lisaberg,10,2420,50,12100,9605.08,2494.92,Net banking,Cancelled,"Bradshaw, Jackson and Delgado",david81@martinez-payne.com,12,No,0
ORD1278,07-10-2025,10-10-2025,Kathryn Hill,CUST146,Corporate,Electronics,Mouse,PROD7127,North,Arizona,Millermouth,1,1908,10,1717.2,1365.51,351.69,Cash,Pending,Rodriguez Inc,suarezedward@berry.com,50,No,0
ORD1279,28-09-2025,30-09-2025,Mr. Cody Nelson,CUST356,Corporate,Office Supplies,File Folder,PROD1035,East,New Jersey,Gibsonchester,7,2548,10,16052.4,9673.82,6378.58,UPI,Returned,"Sanders, Salinas and Mitchell",jamespreston@cline.com,24,No,0
ORD1280,08-01-2025,15-01-2025,Renee Washington,CUST882,Home Office,Furniture,Office Chair,PROD7682,North,Maryland,West Samanthastad,1,4783,30,3348.1,2622.1,726,Cash,Returned,Parrish and Sons,xhowell@fox.com,13,No,0
ORD1281,14-01-2025,20-01-2025,Casey Boyd,CUST563,Corporate,Office Supplies,Notebook,PROD9015,East,Rhode Island,Nicholasbury,3,2677,20,6424.8,5087.21,1337.59,Debit card,Cancelled,Nichols-Norman,youngjoshua@johnson.com,23,No,0
ORD1282,08-10-2025,12-10-2025,David Obrien,CUST868,Consumer,Grocery,Sugar,PROD3383,East,North Carolina,South Samantha,2,3512,15,5970.4,3806.85,2163.55,Cash,Delivered,Price PLC,jwoods@banks.com,18,No,0
ORD1283,11-05-2025,15-05-2025,Daniel Henderson,CUST576,Corporate,Grocery,Juice Pack,PROD6517,East,Alabama,Jacobsview,1,1421,30,994.7,824.46,170.24,UPI,Cancelled,"Clark, Garza and Medina",smithebony@richards.info,26,No,0
ORD1284,14-04-2025,17-04-2025,John Lane,CUST905,Home Office,Office Supplies,Calculator,PROD2786,West,Colorado,Toddview,4,1070,15,3638,2922.29,715.71,Debit card,Returned,Long Inc,bergerluke@armstrong-johnson.net,2,Yes,32
ORD1285,30-08-2025,04-09-2025,Zachary Washington,CUST273,Consumer,Electronics,Monitor,PROD8756,North,Virginia,West Coreymouth,2,2901,10,5221.8,3370.89,1850.91,Cash,Pending,Proctor Inc,miguelallen@bailey.org,46,No,0
ORD1286,16-04-2025,21-04-2025,Jessica Zuniga,CUST882,Consumer,Grocery,Rice Bag,PROD8703,South,West Virginia,Daystad,5,2620,30,9170,7897.21,1272.79,Cash,Returned,Williams LLC,chelsea69@hayes.com,3,Yes,32
ORD1287,19-10-2025,24-10-2025,Zachary Wilson,CUST561,Home Office,Grocery,Snacks,PROD8593,South,New Jersey,West Teresa,4,630,15,2142,1650.56,491.44,Cash,Cancelled,Anderson Ltd,jwu@zimmerman-lewis.com,31,No,0
ORD1288,08-04-2025,15-04-2025,Nicole Brown,CUST936,Home Office,Electronics,Monitor,PROD8591,South,Indiana,New Noahberg,3,2083,50,3124.5,2539.15,585.35,Cash,Delivered,"Phillips, Newton and Ray",matthewjackson@smith.net,10,No,0
ORD1289,18-08-2025,23-08-2025,Catherine Gonzalez,CUST478,Home Office,Electronics,Mouse,PROD6597,North,Georgia,West Dwayneborough,2,3747,50,3747,2442.15,1304.85,UPI,Pending,"Johnson, Malone and Haynes",armstrongholly@hartman.com,45,No,0
ORD1290,11-10-2025,13-10-2025,Michelle Phillips,CUST877,Consumer,Furniture,Sofa,PROD4049,North,Kentucky,Hannahland,6,1853,30,7782.6,4727.6,3055,UPI,Returned,West Inc,ufernandez@collins-yoder.com,41,No,0
ORD1291,09-03-2025,11-03-2025,Summer Sloan,CUST129,Corporate,Office Supplies,Calculator,PROD1608,East,North Dakota,Jamesberg,4,3219,5,12232.2,9768.92,2463.28,Net banking,Returned,Holmes and Sons,jadams@walker.com,24,No,0
ORD1292,28-12-2024,29-12-2024,Miss Kara May,CUST449,Home Office,Office Supplies,Notebook,PROD2730,South,Hawaii,New Charles,8,1939,5,14736.4,10847.22,3889.18,Debit card,Delivered,"Davis, Gomez and Braun",melissadougherty@boyd.com,40,No,0
ORD1293,20-03-2025,22-03-2025,Gerald Rose,CUST678,Corporate,Furniture,Office Chair,PROD9337,North,New York,Andersonbury,7,107,5,711.55,451.22,260.33,Net banking,Pending,Garrett-Chandler,rickschultz@bowen.org,46,No,0
ORD1294,25-01-2025,01-02-2025,Marilyn Clarke,CUST423,Home Office,Grocery,Cooking Oil,PROD1426,East,New York,Franklinport,8,757,5,5753.2,3701.61,2051.59,Debit card,Cancelled,"Wolfe, Decker and Mcpherson",wthornton@pratt.com,26,No,0
ORD1295,04-11-2024,09-11-2024,Tonya Cochran,CUST649,Home Office,Electronics,Laptop,PROD1968,West,Oklahoma,Garciaburgh,6,304,20,1459.2,1066.21,392.99,Net banking,Cancelled,Hernandez-Smith,lopezlauren@cox.com,4,Yes,24
ORD1296,17-09-2025,22-09-2025,Robert Robbins,CUST613,Corporate,Furniture,Study Table,PROD4660,East,New Hampshire,Sandrafurt,4,708,5,2690.4,2296.04,394.36,Debit card,Pending,"Olson, Mccoy and Bauer",eric62@combs.com,23,No,0
ORD1297,12-04-2025,17-04-2025,Deborah Morgan,CUST296,Home Office,Electronics,Keyboard,PROD5721,South,Colorado,Hughesfort,1,3675,20,2940,2632.12,307.88,Net banking,Returned,Johnson Ltd,gtorres@fisher.com,24,No,0
ORD1298,08-08-2025,13-08-2025,Rebekah Mendoza,CUST760,Home Office,Electronics,Mouse,PROD4712,West,Indiana,Lisabury,6,3550,20,17040,11850.71,5189.29,Debit card,Returned,"Hayes, Nicholson and Ross",isaiahrogers@butler-snyder.com,39,No,0
ORD1299,12-04-2025,13-04-2025,Dr. Francisco Benitez PhD,CUST453,Corporate,Office Supplies,Notebook,PROD1082,South,West Virginia,West Lonnieborough,7,3787,30,18556.3,12926.24,5630.06,Net banking,Cancelled,Jackson and Sons,gtucker@jimenez.com,10,No,0
ORD1300,11-08-2025,13-08-2025,Sally Keller,CUST896,Corporate,Grocery,Rice Bag,PROD3321,East,New York,West Carloschester,2,4127,20,6603.2,5870.51,732.69,Cash,Delivered,Goodman and Sons,elizabethpeterson@calderon.com,44,No,0
ORD1301,21-11-2024,26-11-2024,Amber Nelson,CUST923,Consumer,Furniture,Study Table,PROD4955,West,Delaware,Andrewfurt,2,4838,30,6773.2,5678.31,1094.89,Cash,Pending,Thomas Group,kwashington@howard-gardner.net,30,No,0
ORD1302,04-11-2024,10-11-2024,Gregory Mcpherson,CUST464,Consumer,Office Supplies,Notebook,PROD3248,South,Alaska,West Amber,8,3131,10,22543.2,14073.99,8469.21,Net banking,Delivered,Benton-Guerra,uvaughan@french.com,35,No,0
ORD1303,02-01-2025,05-01-2025,Michelle Myers,CUST824,Consumer,Furniture,Dining Table,PROD1081,West,Washington,Grahamland,2,4994,15,8489.8,6531.06,1958.74,Net banking,Returned,"Hanson, Williams and Richardson",brianna35@zimmerman.net,39,No,0
ORD1304,17-06-2025,22-06-2025,Corey Schultz,CUST445,Home Office,Furniture,Study Table,PROD8940,East,Iowa,North Cynthiashire,1,1135,30,794.5,556.49,238.01,Net banking,Cancelled,Andersen Ltd,garnerjulia@rodriguez.com,33,No,0
ORD1305,25-05-2025,29-05-2025,Drew Miller,CUST495,Home Office,Grocery,Snacks,PROD8856,South,Maine,Nelsonview,9,3509,10,28422.9,17459.3,10963.6,Debit card,Returned,Warner and Sons,robinlee@cuevas.com,42,No,0
ORD1306,13-10-2025,15-10-2025,Christina Hall,CUST292,Corporate,Electronics,Monitor,PROD3487,South,California,Russellmouth,2,1988,30,2783.2,2361.34,421.86,Cash,Pending,Willis LLC,sosatimothy@roberts.com,34,No,0
ORD1307,12-09-2025,17-09-2025,Teresa Clark,CUST268,Consumer,Grocery,Snacks,PROD3544,South,Colorado,Davidside,6,1572,15,8017.2,5707.95,2309.25,Cash,Pending,"Armstrong, Barber and Pitts",psmith@ponce-johnson.net,32,No,0
ORD1308,14-02-2025,21-02-2025,Nicholas Crane,CUST986,Corporate,Grocery,Snacks,PROD1769,South,Pennsylvania,North Jeremy,4,3821,10,13755.6,8388.32,5367.28,Cash,Pending,Mack-Guerrero,stewartamy@boyer.com,3,Yes,25
ORD1309,10-09-2025,17-09-2025,Stephanie Lawson,CUST942,Consumer,Furniture,Study Table,PROD6606,South,Colorado,East Andrewton,2,1792,10,3225.6,2692.68,532.92,Net banking,Pending,"Perry, Wilson and Shaffer",kwolf@bishop.com,50,No,0
ORD1310,02-08-2025,05-08-2025,Andrew Oliver,CUST317,Corporate,Electronics,Headphones,PROD9557,South,Alaska,New Ryanmouth,5,4553,5,21626.75,16138.09,5488.66,Cash,Pending,"Meyers, Perez and Wallace",xparker@chandler.org,5,Yes,41
ORD1311,13-11-2024,17-11-2024,John Brown,CUST648,Corporate,Grocery,Rice Bag,PROD4810,South,Florida,North Charles,10,3855,50,19275,12545.64,6729.36,Cash,Delivered,Rhodes-Lopez,sierraavery@reynolds.com,9,Yes,37
ORD1312,02-04-2025,07-04-2025,Robert Ramos,CUST782,Consumer,Electronics,Mouse,PROD8946,South,Virginia,Greenton,8,1115,15,7582,5661.88,1920.12,Cash,Delivered,Weaver and Sons,amandabrown@johnson-rivers.biz,45,No,0
ORD1313,17-08-2025,20-08-2025,Kevin Singleton,CUST749,Home Office,Grocery,Juice Pack,PROD1418,West,Ohio,Robbinston,4,4605,10,16578,11447.12,5130.88,UPI,Returned,"Jones, Cole and Rivera",darmstrong@parker.net,12,No,0
ORD1314,30-07-2025,05-08-2025,Bryan Burch,CUST108,Corporate,Electronics,Headphones,PROD4309,North,Indiana,South Staceytown,6,2578,30,10827.6,9115.97,1711.63,Net banking,Pending,Gonzales Ltd,david71@gray.com,2,Yes,24
ORD1315,01-11-2024,07-11-2024,Tracy Dixon,CUST165,Consumer,Grocery,Rice Bag,PROD8686,North,Idaho,New Erik,3,4380,5,12483,10003.43,2479.57,Debit card,Returned,"Brown, Jones and Taylor",carmen80@smith.org,17,No,0
ORD1316,14-04-2025,19-04-2025,Crystal Riggs,CUST829,Corporate,Office Supplies,Pen,PROD5919,South,New Mexico,West Katherine,1,4560,10,4104,2753.79,1350.21,UPI,Returned,Tapia Ltd,tonysmith@mendez-munoz.biz,20,No,0
ORD1317,26-04-2025,29-04-2025,Jessica Miles,CUST114,Home Office,Grocery,Cooking Oil,PROD6198,West,South Carolina,North Cassandra,7,248,50,868,602.75,265.25,UPI,Cancelled,Stark and Sons,bensonjessica@adams-johnson.info,41,No,0
ORD1318,18-09-2025,24-09-2025,Michael Lynn,CUST483,Home Office,Furniture,Bookshelf,PROD8950,West,Idaho,Jeffreyside,8,2745,50,10980,9544.59,1435.41,UPI,Delivered,Rodriguez-Barr,thomasroberts@simon.com,22,No,0
ORD1319,22-11-2024,24-11-2024,Kimberly Church,CUST718,Consumer,Grocery,Snacks,PROD3436,West,Louisiana,Jasonmouth,6,4973,50,14919,10355.5,4563.5,Net banking,Cancelled,Nichols-Haney,kim45@malone.net,0,Yes,33
ORD1320,23-11-2024,26-11-2024,Veronica Kelly,CUST890,Home Office,Furniture,Office Chair,PROD9506,South,Nevada,South Antonio,10,582,50,2910,1781.3,1128.7,Net banking,Cancelled,Reese LLC,sawyermichelle@zimmerman-cook.info,9,Yes,42
ORD1321,18-09-2025,20-09-2025,Jacqueline Clark,CUST256,Consumer,Electronics,Monitor,PROD4202,West,Oregon,Port Peter,4,1271,50,2542,2241.63,300.37,UPI,Pending,"Garner, Reed and Allen",stapia@mora.com,40,No,0
ORD1322,30-01-2025,04-02-2025,Robert Hill,CUST153,Corporate,Grocery,Snacks,PROD5215,West,South Carolina,Elizabethfurt,9,1484,10,12020.4,10116.48,1903.92,Cash,Cancelled,Graham-Mack,martinezkevin@stone-mcintyre.com,49,No,0
ORD1323,30-12-2024,31-12-2024,Tara Hardin,CUST487,Home Office,Furniture,Office Chair,PROD1917,South,Florida,Lake Megan,8,1350,10,9720,7513.4,2206.6,Net banking,Cancelled,Russell Ltd,kellymorgan@crawford.net,16,No,0
ORD1324,02-02-2025,08-02-2025,Warren Davis,CUST575,Consumer,Grocery,Rice Bag,PROD3380,East,Maryland,West Markstad,3,1439,10,3885.3,3368.21,517.09,UPI,Pending,Knight-Morris,sarah21@reyes-watts.com,29,No,0
ORD1325,09-05-2025,11-05-2025,Gerald Jones,CUST293,Consumer,Office Supplies,Calculator,PROD5169,North,Alaska,Port Annette,3,3203,50,4804.5,3466.78,1337.72,Debit card,Cancelled,Ramirez-Wright,wwilliams@flowers-richardson.com,9,Yes,34
ORD1326,22-03-2025,25-03-2025,Amanda Carlson,CUST587,Home Office,Furniture,Sofa,PROD6144,West,Kentucky,Lake Sharontown,3,999,50,1498.5,1038.45,460.05,UPI,Cancelled,"Tapia, Taylor and Goodwin",charles87@mccann.com,40,No,0
ORD1327,30-07-2025,02-08-2025,Daniel Foley,CUST424,Home Office,Grocery,Sugar,PROD5516,North,Alaska,East Sarah,10,4042,20,32336,23252.29,9083.71,Debit card,Cancelled,Martinez-Cooper,dcarrillo@wagner.com,14,No,0
ORD1328,31-01-2025,07-02-2025,Joseph Perez,CUST812,Home Office,Furniture,Office Chair,PROD4509,East,Wisconsin,North Larry,6,2798,5,15948.6,11337.94,4610.66,Net banking,Delivered,Bennett-Pierce,joycewanda@brown.com,13,No,0
ORD1329,04-09-2025,11-09-2025,Casey Hernandez,CUST243,Consumer,Electronics,Headphones,PROD9074,South,Arizona,Nathanhaven,4,349,10,1256.4,770.62,485.78,Debit card,Pending,"Perez, Hamilton and Fisher",andrew42@peterson.com,38,No,0
ORD1330,12-04-2025,15-04-2025,Claudia Mcgee,CUST375,Corporate,Office Supplies,Pen,PROD7465,West,California,West Danielburgh,7,2190,50,7665,5498.84,2166.16,Net banking,Delivered,Schmidt-Taylor,rodneybell@fitzgerald-irwin.org,6,Yes,28
ORD1331,10-10-2025,13-10-2025,Luke Oneill DVM,CUST347,Corporate,Office Supplies,Calculator,PROD6591,South,Mississippi,Ericfurt,4,3701,15,12583.4,10163.89,2419.51,Debit card,Delivered,Robinson-Price,martin12@butler-brown.com,19,No,0
ORD1332,23-07-2025,30-07-2025,Ellen Campbell,CUST753,Home Office,Office Supplies,Pen,PROD4565,East,Virginia,Katherinechester,6,2159,50,6477,3897.71,2579.29,UPI,Returned,"Johnson, Miller and West",dhall@hernandez.com,15,No,0
ORD1333,28-10-2024,31-10-2024,Tracy Armstrong,CUST894,Corporate,Office Supplies,Pen,PROD5527,West,Washington,Guerreroton,4,2713,50,5426,4434.5,991.5,Net banking,Cancelled,Moore and Sons,watsonjorge@patterson-kane.com,26,No,0
ORD1334,17-07-2025,18-07-2025,Angela James,CUST297,Consumer,Furniture,Office Chair,PROD3541,South,Alaska,New Scott,1,2513,15,2136.05,1491.92,644.13,Net banking,Cancelled,"Reid, Jackson and Manning",kmora@davies.info,16,No,0
ORD1335,14-02-2025,20-02-2025,Mark Munoz,CUST755,Home Office,Furniture,Study Table,PROD3812,East,Arkansas,New Kenneth,8,3367,5,25589.2,15706.47,9882.73,Debit card,Returned,Meyers-Boone,zacharygallagher@reed.com,10,No,0
ORD1336,30-08-2025,01-09-2025,Tammy Phillips DVM,CUST668,Consumer,Electronics,Laptop,PROD7403,North,Florida,Hernandezville,2,1206,50,1206,829.91,376.09,Net banking,Delivered,"Mcmahon, Watkins and Luna",zzhang@guzman.info,12,No,0
ORD1337,25-06-2025,28-06-2025,Elizabeth Hernandez,CUST295,Corporate,Furniture,Sofa,PROD6539,North,Virginia,Port Matthew,8,3063,30,17152.8,11679.87,5472.93,Net banking,Pending,Craig-Wilson,danielkrueger@ford-stephens.org,32,No,0
ORD1338,05-02-2025,06-02-2025,Ryan Walton,CUST685,Home Office,Office Supplies,Notebook,PROD2645,West,Illinois,Wrightmouth,5,4739,15,20140.75,13871.34,6269.41,Cash,Delivered,Hall-Brown,briggspaul@cruz.com,36,No,0
ORD1339,25-10-2025,01-11-2025,Alisha Robinson,CUST459,Consumer,Electronics,Monitor,PROD3076,South,Mississippi,Lake Tara,7,4715,5,31354.75,26380.31,4974.44,Cash,Cancelled,"Wilkinson, Page and Sandoval",michaelcox@anderson.net,36,No,0
ORD1340,27-12-2024,03-01-2025,Michael Wilson,CUST715,Corporate,Grocery,Rice Bag,PROD7008,East,Tennessee,Ortizberg,7,2870,20,16072,11202.89,4869.11,UPI,Returned,Russell-Gutierrez,mark88@boyer.com,1,Yes,33
ORD1341,18-12-2024,19-12-2024,Gary Wallace,CUST914,Corporate,Electronics,Headphones,PROD9765,West,New Hampshire,Meghantown,8,138,20,883.2,738.09,145.11,Debit card,Returned,"Flores, Freeman and Oneill",lpham@marshall.info,50,No,0
ORD1342,05-06-2025,11-06-2025,Rachel Smith,CUST670,Home Office,Furniture,Dining Table,PROD9032,South,Vermont,Joshuamouth,3,4620,10,12474,9976.51,2497.49,UPI,Cancelled,Fleming Inc,melissa62@lee-shelton.com,49,No,0
ORD1343,22-05-2025,28-05-2025,Erica Fitzgerald,CUST910,Home Office,Electronics,Laptop,PROD6327,West,Rhode Island,Crystalmouth,3,774,30,1625.4,1130.27,495.13,Cash,Returned,Hatfield Group,jefflamb@patel.com,27,No,0
ORD1344,19-07-2025,23-07-2025,Anna King MD,CUST666,Corporate,Furniture,Study Table,PROD9767,North,Virginia,New Michelleton,7,3917,30,19193.3,14657.53,4535.77,Cash,Pending,"White, Summers and Phillips",teresabutler@garcia-robinson.com,38,No,0
ORD1345,21-08-2025,28-08-2025,Jeremy Ruiz,CUST629,Consumer,Office Supplies,Notebook,PROD9245,North,Delaware,Victoriafurt,9,3808,20,27417.6,23132.35,4285.25,Net banking,Pending,Holmes-Colon,kathleen83@wagner-white.com,45,No,0
ORD1346,12-05-2025,13-05-2025,Randy Pham,CUST131,Consumer,Electronics,Keyboard,PROD4688,West,Virginia,North Danielfort,1,4153,15,3530.05,3170.05,360,Cash,Cancelled,"Simmons, Buchanan and Velez",richard68@graham-johnson.org,40,No,0
ORD1347,30-05-2025,06-06-2025,Gregory Kerr,CUST353,Consumer,Furniture,Office Chair,PROD1990,North,New York,West Mistychester,5,3993,15,16970.25,10518.29,6451.96,UPI,Returned,"Smith, King and Hernandez",amandasanchez@clark-schultz.biz,36,No,0
ORD1348,27-03-2025,01-04-2025,Rebecca Butler,CUST501,Consumer,Furniture,Office Chair,PROD2293,East,Washington,West Ryanfurt,4,602,10,2167.2,1773.79,393.41,Debit card,Cancelled,Caldwell Inc,robertmartinez@larson.com,2,Yes,20
ORD1349,22-02-2025,25-02-2025,Douglas Lloyd,CUST399,Consumer,Office Supplies,Notebook,PROD2514,North,Nevada,Bennettchester,5,549,5,2607.75,1918.01,689.74,UPI,Cancelled,Parker-Morgan,shaunmeyer@joseph.com,27,No,0
ORD1350,21-10-2025,23-10-2025,Donna Jenkins,CUST422,Consumer,Grocery,Snacks,PROD7143,South,Idaho,Livingstonchester,3,2408,5,6862.8,5033.19,1829.61,Debit card,Delivered,"Davies, Brown and Carter",ericbennett@taylor.biz,50,No,0
ORD1351,13-12-2024,20-12-2024,April Foster,CUST788,Consumer,Furniture,Bookshelf,PROD8218,North,New Jersey,Jeffreyhaven,1,4348,5,4130.6,3534.66,595.94,UPI,Delivered,Hanna Ltd,omoore@bennett.com,15,No,0
